Time [s],delta_VeraGrid,omega_VeraGrid,et_VeraGrid,dline_from_VeraGrid,Vline_from_VeraGrid,dline_to_VeraGrid,Vline_to_VeraGrid,Ql_VeraGrid,Pl_VeraGrid,psid_VeraGrid,psiq_VeraGrid,i_d_VeraGrid,i_q_VeraGrid,v_d_VeraGrid,v_q_VeraGrid,t_e_VeraGrid,P_g_VeraGrid,Q_g_VeraGrid,tm_VeraGrid,u_cos_VeraGrid,u_sin_VeraGrid,int_sin2_VeraGrid,int_xcosx_VeraGrid,Pline_from_VeraGrid,Qline_from_VeraGrid,Vg_VeraGrid,dg_VeraGrid,Pline_to_VeraGrid,Qline_to_VeraGrid
0.9950000000000008,37.83912600214402,1.0174525310409557,0.12025601155493576,37.77818105018061,0.9851230422117981,37.77343278357044,0.9758431211311271,-0.09999990438042076,-0.09999990462599727,1.0125105446603622,-0.0838889050773551,0.07962596085543214,0.09738817059402266,0.06000111682072546,0.9832940934821555,0.10528628432352469,0.1005388594993843,0.07245233799621904,-0.22001264659031314,-0.9909209856696115,-0.061385383107344746,5.844381448517407e-05,-0.9946621148943441,0.1005388594993843,0.07245233799621904,0.9851230422117981,37.77818105018061,-0.09999990462599727,-0.09999990438042076
0.9960000000000008,37.844501359207975,1.0171102929522489,0.120273121847888,37.78355640724457,0.9851230422117959,37.7788081406344,0.9758431211311248,-0.09999990438042076,-0.09999990462599727,1.0125105446603604,-0.08388890507735648,0.07962596085543416,0.09738817059402427,0.06000111682072623,0.9832940934821532,0.10528628432352644,0.10053885949938586,0.0724523379962207,-0.21984151143112907,-0.9909209856696115,-0.0613853831073473,5.8443814485186275e-05,-0.9946621148943443,0.10053885949938586,0.0724523379962207,0.9851230422117959,37.78355640724457,-0.09999990462599727,-0.09999990438042076
0.9970000000000008,37.84976936103586,1.0167685706224951,0.1202898904185105,37.78882440907245,0.9851230422117969,37.78407614246228,0.9758431211311259,-0.09999990438042076,-0.09999990462599727,1.012510544660361,-0.08388890507735527,0.0796259608554335,0.09738817059402287,0.06000111682072523,0.9832940934821542,0.10528628432352492,0.10053885949938447,0.07245233799622029,-0.21966747480760015,-0.9909209856696116,-0.06138538310734874,5.8443814485194414e-05,-0.9946621148943444,0.10053885949938447,0.07245233799622029,0.9851230422117969,37.78882440907245,-0.09999990462599727,-0.09999990438042076
0.9980000000000008,37.854930170404494,1.0164273664274672,0.12030631778493797,37.79398521844109,0.985123042211796,37.78923695183092,0.975843121131125,-0.09999990438042076,-0.09999990462599727,1.0125105446603604,-0.08388890507735583,0.07962596085543429,0.09738817059402352,0.06000111682072555,0.9832940934821534,0.10528628432352562,0.1005388594993851,0.07245233799622093,-0.21949054427684697,-0.9909209856696107,-0.061385383107350665,5.8443814485177216e-05,-0.9946621148943438,0.1005388594993851,0.07245233799622093,0.985123042211796,37.79398521844109,-0.09999990462599727,-0.09999990438042076
0.9990000000000008,37.85998395083396,1.016086682733001,0.12032240446767098,37.79903899887055,0.9851230422117974,37.79429073226038,0.9758431211311264,-0.09999990438042076,-0.09999990462599727,1.0125105446603615,-0.08388890507735555,0.07962596085543287,0.09738817059402319,0.060001116820725696,0.9832940934821547,0.10528628432352527,0.10053885949938482,0.07245233799621965,-0.21931072740971058,-0.9909209856696113,-0.06138538310734538,5.8443814485187034e-05,-0.9946621148943439,0.10053885949938482,0.07245233799621965,0.9851230422117974,37.79903899887055,-0.09999990462599727,-0.09999990438042076
1.0000000000000007,37.864930866584444,1.015746521894992,0.12033815098956598,37.80398591462104,0.9851230422117949,37.79923764801087,0.9758431211311237,-0.09999990438042076,-0.09999990462599727,1.0125105446603597,-0.08388890507735734,0.07962596085543504,0.09738817059402527,0.060001116820726834,0.9832940934821521,0.10528628432352752,0.10053885949938683,0.07245233799622135,-0.21912803179065182,-0.9909209856696112,-0.06138538310734859,5.844381448520178e-05,-0.9946621148943441,0.10053885949938683,0.07245233799622135,0.9851230422117949,37.80398591462104,-0.09999990462599727,-0.09999990438042076
1.0010000000000006,37.86984861766492,1.0156536878670588,0.12035380467743304,38.00043424440065,1.0586097537795862,38.012152385109424,1.057144244405704,-0.09999990438042076,0.14999999999999997,1.0101890480532998,0.11315035454024351,0.08232102890279261,-0.13135832468641884,-0.1378466632110813,1.0495965454592255,-0.14201139457531836,-0.14922092292004413,0.06829656091101692,-0.21919173464138905,-0.9900550035106893,0.13037193075596004,-0.0007551221866745955,-1.0070797037962906,-0.14922092292004413,0.06829656091101692,1.0586097537795862,38.00043424440065,0.14999999999999997,-0.09999990438042076
1.0020000000000004,37.8747372134999,1.0155608838383055,0.12036936556127134,38.00532284025798,1.0586097536780352,38.01704098095647,1.0571442443019363,-0.09999990438042076,0.14999999999999997,1.0101890479611983,0.11315035450885329,0.08232102900971491,-0.13135832464997735,-0.13784666321176775,1.0495965453561915,-0.1420113945359215,-0.14922092291754163,0.06829656092067611,-0.21925453945101886,-0.9900550035068267,0.13037193077836903,-0.0007551221870544656,-1.007079703799181,-0.14922092291754163,0.06829656092067611,1.0586097536780352,38.00532284025798,0.14999999999999997,-0.09999990438042076
1.0030000000000003,37.879596663785975,1.0154681106747723,0.1203848336719461,38.01018229054406,1.0586097536780406,38.02190043124255,1.0571442443019419,-0.09999990438042076,0.14999999999999997,1.0101890479612021,0.11315035450885699,0.08232102900971067,-0.13135832464998168,-0.1378466632117702,1.0495965453561966,-0.14201139453592615,-0.1492209229175464,0.06829656092067116,-0.21931644739423356,-0.9900550035068263,0.13037193077837483,-0.0007551221870544226,-1.0070797037991817,-0.1492209229175464,0.06829656092067116,1.0586097536780406,38.01018229054406,0.14999999999999997,-0.09999990438042076
1.0040000000000002,37.88442697849117,1.0153753692404155,0.12040020904118652,38.01501260524925,1.0586097536780417,38.026730745947745,1.057144244301943,-0.09999990438042076,0.14999999999999997,1.010189047961203,0.11315035450885728,0.08232102900970954,-0.13135832464998198,-0.13784666321177014,1.0495965453561975,-0.14201139453592648,-0.14922092291754674,0.06829656092067003,-0.21937745965228056,-0.9900550035068272,0.1303719307783732,-0.0007551221870543767,-1.0070797037991823,-0.14922092291754674,0.06829656092067003,1.0586097536780417,38.01501260524925,0.14999999999999997,-0.09999990438042076
1.0050000000000001,37.88922816785427,1.0152826603971412,0.12041549170158367,38.01981379461235,1.0586097536780354,38.031531935310845,1.0571442443019365,-0.09999990438042076,0.14999999999999997,1.010189047961198,0.11315035450885454,0.08232102900971543,-0.1313583246499788,-0.13784666321176917,1.0495965453561915,-0.14201139453592304,-0.14922092291754332,0.06829656092067628,-0.2194375774129781,-0.9900550035068282,0.13037193077837123,-0.0007551221870544481,-1.0070797037991828,-0.14922092291754332,0.06829656092067628,1.0586097536780354,38.01981379461235,0.14999999999999997,-0.09999990438042076
1.006,37.894000242384195,1.0151899850048016,0.12043068168658846,38.02458586914227,1.0586097536780403,38.03630400984077,1.0571442443019416,-0.09999990438042076,0.14999999999999997,1.0101890479612023,0.11315035450885615,0.08232102900971038,-0.13135832464998068,-0.13784666321176925,1.0495965453561964,-0.14201139453592507,-0.14922092291754527,0.0682965609206711,-0.21949680187068643,-0.990055003506829,0.13037193077836862,-0.0007551221870545108,-1.0070797037991832,-0.14922092291754527,0.0682965609206711,1.0586097536780403,38.02458586914227,0.14999999999999997,-0.09999990438042076
